X,logFC,AveExpr,t,P.Value,adj.P.Val,B
213764_s_at,2.50627479288149,9.22148528734117,3.54052102664528,0.00343726590853657,0.0276696869183211,-2.02920695760423
229011_at,2.50591737136334,6.9785273941233,6.9372385630825,8.43407177198289e-06,0.00061235236483372,3.93284969198127
218280_x_at,-2.50584333308397,9.45421344015416,-4.55842168110861,0.000489808256613402,0.00731102004650226,-0.101860250422249
228051_at,-2.50578665890742,7.47232824157628,-5.46627187233216,9.49117737287545e-05,0.00251907826632022,1.53200148147088
233932_at,2.50561984895522,5.70235416662182,5.52101082907694,8.62721068148615e-05,0.00236912478156833,1.62701528856146
221747_at,2.50058963154878,9.36006374887746,7.09692410055305,6.60093350062097e-06,0.0005503380291395,4.1742982942791
204419_x_at,2.50004837666024,7.87297045603523,4.86326243705388,0.000278977942574723,0.00507945830129349,0.458275787865108
230748_at,-2.49790951926545,6.35498785393242,-3.2046372241436,0.00662814455343858,0.0432039277389099,-2.67073491227055
238673_at,-2.49740895330971,7.05878183009515,-5.43144191970245,0.000100875880759145,0.00262138250024062,1.47132475928326
230463_at,2.49709397503378,5.98686480037979,7.08779677591416,6.69344252192837e-06,0.000552116590616636,4.16059737624997
209395_at,-2.49702965953901,8.68349641537683,-3.34550775054911,0.0050313414585376,0.0358421621166832,-2.40216810275722
213790_at,-2.49485676461593,8.71553702226468,-4.09072016046441,0.00118569140041072,0.0133007134422356,-0.979445842160444
1555758_a_at,-2.49389350716528,6.14929194371424,-7.77460905417963,2.41993782770519e-06,0.000328312905036677,5.1583517366253
201690_s_at,-2.49302261404813,9.7681991250271,-5.1020361709112,0.000180986077973794,0.0038244226901837,0.889195927533897
235129_at,2.4929911654467,6.51202816980256,4.65302788222997,0.000410805120553163,0.00654070179564479,0.0731000769083785
206164_at,-2.49175836111977,6.80087404492594,-4.8582075049911,0.000281567677627664,0.00510929462452504,0.449075903928465
227803_at,-2.48969678803123,6.93487601176506,-4.13973800032161,0.00107964486780365,0.0124534985542542,-0.886621747961997
214040_s_at,2.48893509725144,7.44871798295415,6.3751349498195,2.05348275391015e-05,0.00102238568256092,3.05314305348633
228708_at,-2.48589403485763,9.35724378238689,-4.99600258873014,0.000219129381806361,0.00435986133561237,0.698728964558345
207302_at,2.48364047547002,5.60636963215991,5.08086604771413,0.00018800796386634,0.00392041778199547,0.851284894705835
226625_at,2.48080584692598,9.96191415823729,8.59061636932767,7.78578624411635e-07,0.00019523917349769,6.25970038353759
218009_s_at,-2.47683178306064,6.77063176414718,-6.09204282988995,3.26760340044436e-05,0.00135606891897951,2.59237023731755
204798_at,-2.4766732176907,8.01605960612283,-4.84236607926617,0.00028984635893719,0.00521330122252809,0.420224697297577
236383_at,2.47655569851942,6.03678337108871,6.40196945509821,1.96615373456424e-05,0.000997212017043596,3.09620256118601
214455_at,-2.47295296584271,5.50254786056847,-3.55439133175197,0.00334552630109298,0.0271389689187328,-2.00265857261324
210832_x_at,2.4687742408719,7.00149921573032,6.32960659641515,2.21111383423944e-05,0.00106548684236933,2.97984214466711
213486_at,2.46692124476145,6.32150270772253,9.74591238264329,1.77190189180189e-07,0.000103062485036456,7.67559441116199
205034_at,-2.46688599462065,5.44346315414027,-5.8362165288511,5.01987545251547e-05,0.00170729458085849,2.16577277856296
211597_s_at,-2.46243334454327,8.4931037144157,-9.38004034169402,2.78979867833877e-07,0.000135818974040383,7.24435875255634
